�gnc,Date,Issuer,Symbol,Lead/Joint-Lead _Managers,Offer_Price,Opening_Price,1st Day_Close,1st Day_Chng
3176,2001/4/10,Shamrock Logistics,UDL,Goldman Sachs,24.5,27.55,28,0.1429
3177,2001/4/23,Aquila ,ILA,Lehman Brothers/Merrill Lynch,24,29.75,27.85,0.1604
3178,2001/5/1,Reliant Resources ,RRI,Goldman Sachs/Credit Suisse First Boston,30,34,33,0.1
3179,2001/5/2,BRIAZZ ,BRZZ,WR Hambrecht + Co.,8,8.05,8.03,0.0037
3180,2001/5/2,Simplex Solutions ,SPLX,Credit Suisse First Boston,12,15.15,21.2,0.7667
3181,2001/5/8,TASER International ,TASRU,Paulson Investment,13,12.5,12.83,-0.0131
3182,2001/5/15,Kinder Morgan Management,KMR,Goldman Sachs,70.41,70.75,70.5,0.0013
3183,2001/5/17,Tellium ,TELM,Morgan Stanley Dean Witter,15,21.81,20.93,0.3953
3184,2001/5/18,Instinet Group LLC ,INET,CS First Boston /DB Alex Brown,14.5,17,17.65,0.2172
3185,2001/5/18,Global Power Equip. Group ,GEG,CS First Boston/Salomon Smith Barney,20,29.5,31.45,0.5725
3186,2001/5/22,Peabody Energy,BTU,Lehman Brothers,28,36,36.8,0.3143
3187,2001/5/23,Smith & Wollensky,SWRG,CE Unterberg Towbin,8.5,8.51,7.77,-0.0859
3188,2001/6/6,Unilab,ULAB,Salomon Smith Barney/CF First Boston,16,21.5,23,0.4375
3189,2001/6/7,Torch Offshore ,TORC,UBS Warburg,16,18.11,16.63,0.0394
3190,2001/6/8,Alliance Data Systems ,ADS,Bear Stearns/Merrill Lynch,12,13.19,14,0.1667
3191,2001/6/8,United Surgical Partners ,USPI,Credit Suisse First Boston,14,15.11,18.12,0.2943
3192,2001/6/12,General Maritime,GMR,Lehman Brothers,18,18,16.75,-0.0694
3193,2001/6/12,Willis Group Holdings,WSH,Salomon Smith Barney,13.5,16.5,16.6,0.2296
3194,2001/6/13,Kraft Foods,KFT,Credit Suisse First Boston/Salomon Smith Barney,31,31.5,31.25,0.0081
3195,2001/6/14,Odyssey Re Holdings ,ORH,Banc of America/CIBC World Markets,18,17.8,17.2,-0.0444
3196,2001/6/14,FMC Technologies ,FTI,Merrill Lymch,20,21.55,22,0.1
3197,2001/6/18,STATOIL ASA ,STO,Morgan Stanley Dean Witter/UBS Warburg,7.47,7.48,7.48,0.0013
3198,2001/6/19,Princeton Review,REVU,J.P. Morgan,11,11.01,9.5,-0.1364
3199,2001/6/20,Phoenix Companies ,PNX,Morgan Stanley Dean Witter/Merrill Lynch,17.5,17.8,16.76,-0.0423
3200,2001/6/21,Multilink Technology ,MLTC,Credit Suisse First Boston,9,9.5,11.9,0.3222
3201,2001/6/27,Galyan's Trading ,GLYN,Goldman Sachs/Salomon Smith Barney,19,20,20.47,0.0774
3202,2001/6/28,Monolithic System Technology,MOSY,A.G. Edwards & Sons,10,10.01,11.22,0.122
3203,2001/7/13,Wright Medical Group,WMGI,JP Morgan,12.5,15.31,15.61,0.2488
3204,2001/7/19,Accenture ,ACN,Goldman Sachs/Morgan Stanley Dean Witter,14.5,15.1,15.17,0.0462
3205,2001/7/20,Natus Medical ,BABY,Dain Rauscher Wessels,11,11.5,14.45,0.3136
3206,2001/7/24,MedCath,MDTH,Deutsche Banc Alex. Brown/Banc of America,25,25.01,25.87,0.0348
3207,2001/7/26,Inergy LP ,NRGY,A.G. Edwards & Sons,22,23.26,23,0.0455
3208,2001/7/27,Alliance Imaging ,AIQ,Deutsche Banc Alex. Brown/Salomon Smith Barney,13,13,13.15,0.0115
3209,2001/7/27,PDF Solutions ,PDFS,Credit Suisse First Boston,12,13.4,15.15,0.2625
3210,2001/7/31,HPL Technologies,HPLA,UBS Warburg,11,13.56,13.35,0.2136
3211,2001/8/2,Bunge ,BG,Morgan Stanley/Credit Suisse First Boston,16,16,16,0
3212,2001/8/7,Omnicell,OMCL,US Bancorp Piper Jaffray,7,7.2,9.51,0.3586
3213,2001/8/9,Intier Automotive,IAIA,BMN Nesbitt Burns/Credit Suisse First Boston,13.72,13.7,14,0.0204
3214,2001/8/10,Mykrolis ,MYK,Banc of America/Salomon Smith Barney,15,17.25,16.25,0.0833
3215,2001/8/14,Max Re Capital,MXRE,Morgan Stanley/Salomon Smith Barney,16,15.8,15.5,-0.0313
